Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason,Churn,Churn Probability,Predicted Churn,Risk Level,Intervention Priority,Retention Recommendation,Monthly Revenue at Risk
2858-MOFSQ,Female,50,No,No,No,No,0,United States,California,Rio Oso,95674,38.954144,-121.482536,947,Q3,No,0,17,No Offer,Yes,24.31,Yes,Yes,DSL,21,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,55.85,937.5,0.0,0,413.27,1350.77,2,Churned,Yes,76,5472,Price,Price too high,1,0.26491500854872857,0,Low Risk,Maintain,Maintain Relationship,14.79550322744649
7005-CCBKV,Male,53,No,No,No,No,0,United States,California,Thornton,95686,38.157794,-121.520223,1472,Q3,No,0,6,No Offer,Yes,21.97,No,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,556.35,0.0,0,131.82,688.1700000000001,3,Churned,Yes,77,4539,Dissatisfaction,Service dissatisfaction,1,0.6516708805193632,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer + Plan/Pricing Review,55.001022315834255
4250-FDVOU,Female,44,No,No,No,No,0,United States,California,Woodland,95695,38.71967,-121.862416,38547,Q3,No,0,6,Offer E,Yes,17.18,No,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.25,389.1,0.0,0,103.08,492.18,1,Churned,Yes,95,4110,Attitude,Attitude of support person,1,0.34154945745554405,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer,19.21215698187435
2141-RRYGO,Female,51,No,No,No,No,0,United States,California,Camino,95709,38.748316,-120.675512,4829,Q3,No,0,4,Offer E,Yes,10.64,No,Yes,DSL,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.65,261.25,0.0,0,42.56,303.81,3,Churned,Yes,76,5274,Other,Poor expertise of online support,1,0.6263034666920925,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,42.99573298841215
6376-GAHQE,Male,48,No,No,No,No,0,United States,California,Dutch Flat,95714,39.197215,-120.83679,350,Q3,No,0,4,Offer E,Yes,42.8,No,Yes,Fiber Optic,28,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,77.85,299.2,0.0,10,171.2,480.4,2,Churned,Yes,65,2140,Other,Don't know,1,0.6649734741491934,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,51.7681849625147
5052-PNLOS,Male,50,No,No,No,No,0,United States,California,Echo Lake,95721,38.851842,-120.076204,69,Q3,No,0,3,Offer E,Yes,13.83,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,323.25,0.0,0,41.49,364.74,3,Churned,Yes,65,3662,Other,Poor expertise of online support,1,0.8278773594258801,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer + Plan/Pricing Review,87.21687981551646
6979-ZNSFF,Female,48,No,No,No,No,0,United States,California,Pollock Pines,95726,38.733908,-120.453416,8577,Q3,No,0,8,Offer E,Yes,45.59,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.05,762.1,0.0,0,364.72,1126.8200000000002,1,Churned,Yes,69,2545,Price,Price too high,1,0.8083064037001043,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,70.36307244209408
2386-LAHRK,Male,22,Yes,No,No,No,0,United States,California,Weimar,95736,39.00978,-120.978273,31,Q3,No,0,1,No Offer,Yes,14.58,No,Yes,DSL,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,53.5,53.5,0.0,0,14.58,68.08,1,Churned,Yes,80,5094,Dissatisfaction,Product dissatisfaction,1,0.6249246256772334,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,33.43346747373199
6032-IGALN,Female,35,No,No,No,No,0,United States,California,Granite Bay,95746,38.749466,-121.184196,20675,Q3,No,0,1,No Offer,No,0.0,No,Yes,Cable,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.1,25.1,0.0,0,0.0,25.1,1,Churned,Yes,79,4769,Competitor,Competitor had better devices,1,0.7519437692518027,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,18.87378860822025
0516-WJVXC,Female,21,Yes,No,No,No,0,United States,California,Sacramento,95818,38.556306,-121.495817,21313,Q3,No,0,5,No Offer,Yes,3.61,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,308.25,0.0,0,18.05,326.3,1,Churned,Yes,78,5476,Dissatisfaction,Network reliability,1,0.22398714439995465,0,Low Risk,Maintain,Maintain Relationship,12.140103226477542
8809-RIHDD,Male,47,No,No,Yes,No,0,United States,California,Sacramento,95827,38.549185,-121.328386,19611,Q3,Yes,1,72,No Offer,Yes,3.07,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,0.0,0,221.04,7593.69,3,Churned,Yes,83,5055,Price,Lack of affordable download/upload speed,1,0.1324012963181132,0,Low Risk,Maintain,Maintain Relationship,13.690294039292906
4822-NGOCH,Female,60,No,No,No,No,0,United States,California,Sacramento,95831,38.494832,-121.529447,42832,Q3,No,0,13,No Offer,Yes,21.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1058.6,0.0,0,284.44,1343.04,2,Churned,Yes,74,5801,Price,Long distance charges,1,0.6199167646248109,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,52.35197077256529
1432-FPAXX,Female,53,No,No,No,No,0,United States,California,Beale Afb,95903,39.125311,-121.392283,5654,Q3,No,0,29,No Offer,No,0.0,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.6,856.35,0.0,0,0.0,856.35,2,Churned,Yes,77,3615,Dissatisfaction,Product dissatisfaction,1,0.3528454711315329,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,10.797071416624908
3884-HCSWG,Female,51,No,No,No,No,0,United States,California,Camptonville,95922,39.432127,-121.099287,632,Q3,No,0,17,No Offer,Yes,7.66,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.0,1144.5,0.0,80,130.22,1354.72,1,Churned,Yes,70,4390,Attitude,Attitude of support person,1,0.5775591373476234,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,40.42913961433364
5077-DXTCG,Female,37,No,No,No,No,0,United States,California,Challenge,95925,39.461768,-121.195825,262,Q3,No,0,1,No Offer,Yes,26.41,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,45.3,0.0,0,26.41,71.71,1,Churned,Yes,86,2293,Competitor,Competitor had better devices,1,0.5565530654016109,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,25.21185386269297
1142-WACZW,Male,64,No,No,No,No,0,United States,California,Chico,95926,39.745712,-121.84333,35808,Q3,No,0,2,No Offer,No,0.0,No,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.85,75.6,0.0,0,0.0,75.6,2,Churned,Yes,95,4268,Other,Don't know,1,0.5075099593732671,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Online Security Offer,15.149172287292025
4892-VLANZ,Male,40,No,No,No,No,0,United States,California,Colusa,95932,39.273096,-122.050763,7503,Q3,No,0,1,No Offer,Yes,9.66,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.8,19.8,0.0,0,9.66,29.46,3,Churned,Yes,96,5600,Price,Long distance charges,1,0.37565650744298296,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,7.4379988473710625
2919-HBCJO,Female,36,No,No,No,No,0,United States,California,Downieville,95936,39.578792,-120.780786,404,Q3,No,0,4,No Offer,Yes,24.09,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,333.6,0.0,0,96.36,429.96,1,Churned,Yes,90,4580,Other,Moved,1,0.6116949158825675,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,46.8864153023988
4236-XPXAV,Female,45,No,No,Yes,No,0,United States,California,Dunnigan,95937,38.931425,-121.946081,19,Q3,Yes,1,5,No Offer,Yes,9.23,No,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.15,465.05,0.0,0,46.150000000000006,511.2000000000001,2,Churned,Yes,74,2283,Other,Moved,1,0.9122351542629662,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Online Security Offer + Plan/Pricing Review,90.44811554517311
3030-YZADT,Male,57,No,No,No,No,0,United States,California,Grass Valley,95949,39.099204,-121.137962,17922,Q3,No,0,9,Offer E,Yes,2.88,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,431.0,0.0,10,25.92,466.92,1,Churned,Yes,66,5023,Competitor,Competitor had better devices,1,0.5550488482587489,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,24.949445729230764
7410-KTVFV,Male,53,No,No,Yes,No,0,United States,California,Grimes,95950,39.033058,-121.895718,531,Q3,Yes,1,18,No Offer,Yes,19.05,No,Yes,DSL,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,49.55,878.35,0.0,0,342.90000000000003,1221.25,1,Churned,Yes,90,2815,Competitor,Competitor had better devices,1,0.7845367698416845,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer,38.873796945655464
8393-DLHGA,Male,55,No,No,No,No,0,United States,California,Palermo,95968,39.435756,-121.552071,1254,Q3,No,0,25,No Offer,Yes,5.27,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,2448.75,0.0,0,131.75,2580.5,1,Churned,Yes,68,2241,Competitor,Competitor offered more data,1,0.6433333463345607,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,61.69566791348438
2834-SPCJV,Male,40,No,No,Yes,No,0,United States,California,Rough And Ready,95975,39.225634,-121.156163,1601,Q3,Yes,1,52,No Offer,Yes,38.37,No,Yes,Fiber Optic,14,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.1,4348.65,0.0,0,1995.24,6343.889999999999,1,Churned,Yes,75,6216,Competitor,Competitor had better devices,1,0.553440760359076,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Plan/Pricing Review,46.544367946198285
0587-DMGBH,Female,48,No,No,No,No,0,United States,California,Willows,95988,39.493991,-122.286363,8812,Q3,No,0,8,No Offer,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.85,365.55,13.01,10,302.32,664.86,3,Churned,Yes,75,2269,Competitor,Competitor offered higher download speeds,1,0.43802817587250764,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer,21.835704567244505
3523-QRQLL,Female,22,Yes,No,Yes,No,0,United States,California,Bieber,96009,41.083464,-121.107929,595,Q3,Yes,1,22,No Offer,Yes,35.04,No,Yes,DSL,76,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,69.5,1498.2,49.57,0,770.88,2219.51,2,Churned,Yes,94,5922,Competitor,Competitor offered more data,1,0.35287708571929005,1,Medium Risk,Monitor / Targeted Campaign,Tech Support Offer + Online Security Offer,24.524957457490657
0895-DQHEW,Male,47,No,No,Yes,No,0,United States,California,Burney,96013,40.946785,-121.719489,4552,Q3,Yes,1,54,No Offer,Yes,35.46,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,5278.15,11.45,0,1914.84,7181.54,1,Churned,Yes,77,4019,Competitor,Competitor offered more data,1,0.7870091366240086,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,82.0850529498841
8149-RSOUN,Female,49,No,No,No,No,0,United States,California,Dorris,96023,41.949216,-122.050062,1162,Q3,No,0,1,Offer E,Yes,16.15,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,93.85,0.0,0,16.15,110.0,3,Churned,Yes,78,3014,Competitor,Competitor offered more data,1,0.8483145787629692,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer + Plan/Pricing Review,79.61432321690465
7250-EQKIY,Female,47,No,No,Yes,Yes,2,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,Yes,1,1,Offer E,Yes,9.73,No,Yes,DSL,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.45,50.45,0.0,0,9.73,60.18000000000001,2,Churned,Yes,75,2426,Competitor,Competitor made better offer,1,0.5942910347509999,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,29.981982703187946
4013-UBXWQ,Female,33,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,7,Offer E,Yes,48.82,Yes,Yes,Cable,19,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,521.1,28.35,0,341.74,834.49,3,Churned,Yes,67,4612,Competitor,Competitor made better offer,1,0.6883637518552604,1,High Risk,Immediate,Contract Upgrade + Online Security Offer,51.38635407599519
5519-NPHVG,Female,53,No,No,No,No,0,United States,California,Klamath River,96050,41.816595,-122.948287,482,Q3,No,0,12,No Offer,Yes,12.75,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,1046.1,7.39,120,153.0,1311.7099999999998,3,Churned,Yes,73,3975,Price,Price too high,1,0.777345836536911,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,73.22597780177702
8849-GYOKR,Female,59,No,No,Yes,No,0,United States,California,Mineral,96063,40.408796,-121.579609,124,Q3,Yes,2,54,No Offer,Yes,8.83,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106.55,5763.3,0.0,0,476.82,6240.12,1,Churned,Yes,90,4893,Dissatisfaction,Product dissatisfaction,1,0.24336319215336938,0,Low Risk,Maintain,Maintain Relationship,25.930348123941506
3148-BLQJT,Male,33,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,1,Offer E,Yes,16.81,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,20.1,0.0,0,16.81,36.91,1,Churned,Yes,80,5747,Competitor,Competitor made better offer,1,0.23191053719359755,0,Low Risk,Maintain,Maintain Relationship,4.661401797591311
0461-CVKMU,Female,45,No,No,Yes,No,0,United States,California,Oak Run,96069,40.689243,-122.037023,829,Q3,No,0,23,No Offer,Yes,38.81,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.8,1900.25,0.0,0,892.6300000000001,2792.88,1,Churned,Yes,80,5737,Attitude,Attitude of support person,1,0.47035071170909276,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Online Security Offer + Plan/Pricing Review,39.41538964122197
8806-EAGWC,Male,25,Yes,No,No,No,0,United States,California,Old Station,96071,40.656287,-121.428965,182,Q3,No,0,3,Offer E,Yes,22.77,No,Yes,DSL,51,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.15,159.15,0.0,0,68.31,227.46,2,Churned,Yes,78,5698,Dissatisfaction,Network reliability,1,0.501755171843111,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,27.671797727147574
4183-WCSEP,Male,46,No,No,No,No,0,United States,California,Weaverville,96093,40.759401,-122.939337,3749,Q3,No,0,31,No Offer,Yes,34.38,No,Yes,Fiber Optic,20,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.45,2435.15,0.0,40,1065.78,3540.9300000000003,1,Churned,Yes,72,3091,Price,Long distance charges,1,0.33404761065612665,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Online Security Offer,26.206035055973135
5498-TXHLF,Female,39,No,No,Yes,No,0,United States,California,Whitmore,96096,40.637105,-121.906949,843,Q3,Yes,1,34,No Offer,Yes,40.78,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.45,2874.15,0.0,0,1386.52,4260.67,3,Churned,Yes,91,3358,Price,Extra data charges,1,0.7638524144705556,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,66.7988936454501
9722-UJOJR,Male,36,No,No,Yes,No,0,United States,California,Blairsden Graeagle,96103,39.783747,-120.661032,1839,Q3,Yes,1,29,No Offer,Yes,11.24,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,1974.8,0.0,0,325.96,2300.76,1,Churned,Yes,73,2663,Price,Price too high,1,0.7595269745658101,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer,53.73653345053106
6772-KSATR,Male,31,No,No,No,No,0,United States,California,Eagleville,96110,41.280341,-120.150381,132,Q3,No,0,1,Offer E,Yes,9.81,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.7,81.7,0.0,0,9.81,91.51,1,Churned,Yes,83,5574,Dissatisfaction,Service dissatisfaction,1,0.7067048113298886,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Plan/Pricing Review,57.7377830856519
7112-OPOTK,Male,37,No,No,No,No,0,United States,California,Fort Bidwell,96112,41.932207,-120.135941,231,Q3,No,0,33,No Offer,Yes,28.84,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.25,2171.15,0.0,0,951.72,3122.87,2,Churned,Yes,91,5647,Attitude,Attitude of support person,1,0.337925741513853,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,23.063431858320467
4210-QFJMF,Female,41,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,4,Offer E,Yes,36.91,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,317.25,0.0,0,147.64,464.89,1,Churned,Yes,68,5762,Competitor,Competitor made better offer,1,0.7545196989581958,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,59.720234172541204
5828-AVIPD,Male,29,Yes,No,Yes,No,0,United States,California,Sierraville,96126,39.559709,-120.345639,227,Q3,Yes,1,19,No Offer,Yes,5.93,Yes,Yes,Fiber Optic,51,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.95,1875.55,0.0,0,112.67,1988.22,3,Churned,Yes,73,4072,Other,Poor expertise of online support,1,0.6127541680186416,1,High Risk,Immediate,Online Security Offer + Plan/Pricing Review,61.85753326148187
1086-LXKFY,Female,46,No,No,Yes,No,0,United States,California,Westwood,96137,40.271535,-121.018087,4158,Q3,Yes,1,1,Offer E,Yes,16.55,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.1,69.1,0.0,0,16.55,85.64999999999999,1,Churned,Yes,92,4779,Other,Don't know,1,0.8439494864231011,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,58.31690951183628
7774-OJSXI,Male,53,No,No,No,No,0,United States,California,South Lake Tahoe,96150,38.911577,-120.106169,33038,Q3,No,0,31,No Offer,Yes,9.27,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.45,3066.45,0.0,0,287.37,3353.82,3,Churned,Yes,65,5387,Dissatisfaction,Poor expertise of phone support,1,0.296993942670803,0,Low Risk,Maintain,Maintain Relationship,30.72402336929457
7786-WBJYI,Female,31,No,No,No,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,Q3,No,0,4,No Offer,Yes,30.95,Yes,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.95,305.55,0.0,0,123.8,429.35,2,Churned,Yes,89,5365,Competitor,Competitor made better offer,1,0.5197926558684558,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,40.51783752494613
5016-ETTFF,Male,46,No,No,No,No,0,United States,California,Los Angeles,90016,34.028331,-118.354338,46984,Q3,No,0,10,Offer D,No,0.0,No,Yes,DSL,30,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5,255.25,0.0,40,0.0,295.25,3,Churned,Yes,69,3797,Dissatisfaction,Service dissatisfaction,1,0.2457079651519546,0,Low Risk,Maintain,Maintain Relationship,7.24838497198266
3866-MDTUB,Female,64,No,No,No,No,0,United States,California,Los Angeles,90017,34.052842,-118.264495,20692,Q3,No,0,2,No Offer,Yes,26.93,No,Yes,DSL,10,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,146.9,0.0,0,53.86,200.76,1,Churned,Yes,72,3257,Attitude,Attitude of support person,1,0.6082086434441505,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer,43.03076152367365
0697-ZMSWS,Male,19,Yes,No,No,No,0,United States,California,Los Angeles,90023,34.017697,-118.200577,47487,Q3,No,0,4,No Offer,Yes,6.91,Yes,Yes,Fiber Optic,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,0.0,0,27.64,366.54,1,Churned,Yes,87,2330,Dissatisfaction,Limited range of services,1,0.7233011763475029,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer + Plan/Pricing Review,61.95074575416363
7593-XFKDI,Male,39,No,No,No,No,0,United States,California,Los Angeles,90031,34.085807,-118.206617,38415,Q3,No,0,1,No Offer,Yes,48.22,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.3,46.3,0.0,0,48.22,94.52,1,Churned,Yes,73,3017,Price,Extra data charges,1,0.3246987710132236,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,15.03355309791225
0337-CNPZE,Female,63,No,No,No,No,0,United States,California,Los Angeles,90033,34.050198,-118.210946,49431,Q3,No,0,41,No Offer,Yes,10.43,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,4443.45,0.0,130,427.63,5001.08,2,Churned,Yes,85,5383,Price,Price too high,1,0.6616978604423375,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,70.33848256502047
1513-XNPPH,Female,36,No,No,No,No,0,United States,California,Los Angeles,90037,34.002642,-118.287596,56709,Q3,No,0,12,Offer D,Yes,17.46,No,Yes,Fiber Optic,9,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,1095.65,0.0,0,209.52,1305.17,1,Churned,Yes,79,5047,Dissatisfaction,Product dissatisfaction,1,0.4870550237880238,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Online Security Offer + Plan/Pricing Review,43.54271912664933
6347-DCUIK,Male,28,Yes,No,No,No,0,United States,California,Los Angeles,90043,33.988543,-118.334081,44764,Q3,No,0,10,Offer D,Yes,29.24,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.15,811.8,0.0,0,292.4,1104.1999999999998,1,Churned,Yes,90,4231,Attitude,Attitude of support person,1,0.49245883161430976,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,36.51582236420107
0897-FEGMU,Female,43,No,No,Yes,No,0,United States,California,Los Angeles,90048,34.072945,-118.37267,21739,Q3,Yes,1,11,Offer D,Yes,31.08,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,1056.95,0.0,0,341.88,1398.83,3,Churned,Yes,84,5286,Dissatisfaction,Network reliability,1,0.8837256016033269,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,87.93069735953102
7663-RGWBC,Male,44,No,No,No,No,0,United States,California,Los Angeles,90049,34.091829,-118.491244,33523,Q3,No,0,1,No Offer,Yes,8.77,No,Yes,DSL,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.15,44.15,0.0,0,8.77,52.92,1,Churned,Yes,90,4773,Other,Don't know,1,0.37961912386169405,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,16.760184318493792
1120-BMWUB,Female,36,No,No,No,No,0,United States,California,Los Angeles,90056,33.987945,-118.370442,8115,Q3,No,0,16,Offer D,Yes,6.86,No,Yes,DSL,8,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,53.9,834.15,0.0,40,109.76,983.91,3,Churned,Yes,65,5091,Other,Don't know,1,0.12241539438026228,0,Low Risk,Maintain,Maintain Relationship,6.5981897570961365
